income,employment_length,debt_ratio,credit_score,loan_purpose,default_risk
55037,25,0.25,579,business,0
57745,0,0.43,636,home,0
31324,26,0.55,681,personal,0
44257,25,0.2,637,personal,0
40908,3,0.57,760,education,0
42699,6,0.33,676,home,0
64153,13,0.28,589,home,0
60597,13,0.21,596,home,0
49713,17,0.38,582,education,0
41810,1,0.84,601,car,1
29755,0,0.12,651,personal,0
71302,20,0.78,633,education,1
58881,21,0.42,617,education,0
39399,15,0.55,690,education,0
60793,28,0.51,674,home,0
48946,21,0.84,539,education,1
45693,17,0.72,560,car,1
56528,15,0.89,581,business,1
38877,27,0.74,593,education,1
44843,27,0.34,605,car,0
51821,22,0.87,621,home,1
42508,21,0.89,674,business,1
60036,23,0.2,571,personal,0
78035,5,0.82,596,personal,1
38685,24,0.63,539,home,1
25023,9,0.84,585,home,1
19973,1,0.83,635,personal,1
47742,6,0.81,587,home,1
40052,20,0.81,577,personal,1
53117,16,0.19,614,home,0
51988,2,0.21,666,personal,0
25951,19,0.19,585,car,0
22776,11,0.17,721,home,0
54438,1,0.38,590,personal,1
52031,6,0.65,620,home,1
43612,16,0.38,731,personal,0
25142,18,0.68,690,personal,0
57070,11,0.76,640,business,1
69078,8,0.63,676,home,0
54169,26,0.47,561,car,0
37287,13,0.34,776,education,0
50668,1,0.2,564,education,0
29508,20,0.49,664,home,0
65869,3,0.68,728,personal,0
51227,27,0.54,668,personal,0
23477,18,0.68,646,car,1
45489,20,0.37,728,home,0
56949,15,0.15,693,education,0
45004,21,0.72,615,car,1
45861,16,0.28,757,home,0
31633,1,0.59,597,home,1
58498,16,0.74,763,home,0
40272,18,0.21,691,business,0
17653,7,0.58,622,car,0
44431,23,0.65,578,home,1
64717,19,0.7,661,car,0
44196,5,0.22,606,education,0
76069,11,0.76,657,home,1
56434,24,0.18,703,personal,0
55081,29,0.52,711,home,0
48074,22,0.45,747,home,0
48975,17,0.28,578,car,0
46048,26,0.34,666,car,0
45465,1,0.23,551,business,0
57963,18,0.44,650,home,0
35962,23,0.13,541,education,0
33861,9,0.81,798,car,0
33152,24,0.23,740,business,0
80684,28,0.81,542,personal,1
57955,29,0.79,606,personal,1
54567,2,0.46,700,business,0
34137,24,0.5,666,personal,0
59350,27,0.34,651,home,0
48251,11,0.9,667,car,1
53212,25,0.64,709,education,0
35350,15,0.86,790,personal,0
52404,11,0.43,570,home,0
43642,7,0.81,635,car,1
38515,4,0.46,524,home,1
61011,10,0.79,646,home,1
26934,9,0.2,764,car,0
58471,2,0.61,683,personal,0
60267,26,0.64,704,personal,0
36805,22,0.62,662,home,0
37695,8,0.46,599,business,0
46654,11,0.65,542,personal,1
54230,5,0.29,751,home,0
47707,18,0.58,618,education,0
56503,15,0.54,637,education,0
76444,20,0.35,512,business,0
42384,22,0.72,604,home,1
24272,23,0.16,659,education,0
62388,28,0.24,673,personal,0
75249,13,0.48,762,home,0
55891,27,0.81,632,business,1
33683,3,0.56,642,business,0
48141,17,0.77,756,personal,0
33222,9,0.51,732,education,0
59642,17,0.73,551,education,1
29730,11,0.36,751,business,0
45498,18,0.75,537,car,1
34934,7,0.42,682,business,0
51902,0,0.55,702,business,0
44504,13,0.24,663,home,0
52651,22,0.84,623,personal,1
50335,5,0.66,618,home,1
35200,13,0.79,476,business,1
59403,1,0.27,660,home,0
49268,8,0.15,652,education,0
35172,28,0.37,755,business,0
83613,11,0.51,630,education,0
57146,4,0.74,613,education,1
47701,1,0.42,614,personal,1
71228,18,0.32,591,education,0
77627,6,0.4,618,home,0
47819,6,0.66,577,home,1
55210,9,0.37,692,car,0
35179,16,0.88,677,personal,1
47792,25,0.24,548,car,0
47014,13,0.7,656,education,1
52772,26,0.57,727,business,0
54991,10,0.29,724,home,0
58397,27,0.7,577,business,1
53564,19,0.46,743,car,0
31838,5,0.65,612,car,1
35922,7,0.63,651,home,0
41803,18,0.19,625,car,0
45766,29,0.77,565,business,1
65761,18,0.65,595,car,1
32555,23,0.72,737,business,0
44638,23,0.46,739,education,0
64295,23,0.26,697,personal,0
45501,16,0.36,634,home,0
56906,23,0.82,776,car,0
47906,23,0.85,719,home,1
53851,17,0.49,641,car,0
46572,11,0.34,513,education,0
60005,8,0.68,710,business,0
26824,22,0.71,736,home,0
44550,23,0.75,680,education,1
54448,15,0.12,516,education,0
58005,17,0.11,663,personal,0
72394,15,0.39,802,education,0
44134,15,0.22,639,personal,0
72192,3,0.74,787,education,0
40114,22,0.53,699,business,0
69929,21,0.76,653,education,1
62262,6,0.24,748,business,0
36298,0,0.6,607,car,1
54605,23,0.56,563,education,1
49231,28,0.37,564,education,0
59383,22,0.51,664,car,0
46650,28,0.57,681,personal,0
45391,19,0.81,602,business,1
70536,0,0.14,735,car,0
48519,7,0.76,656,car,1
62396,25,0.88,708,home,1
46619,22,0.69,602,car,1
74999,7,0.69,637,personal,1
39824,9,0.27,526,personal,0
40787,0,0.52,630,personal,1
72867,20,0.66,665,business,0
43325,24,0.58,610,business,0
74016,20,0.41,645,education,0
63377,28,0.85,666,car,1
47680,13,0.51,612,personal,0
22800,13,0.88,631,car,1
49710,9,0.55,598,education,0
51524,27,0.73,584,education,1
67508,18,0.69,736,personal,0
73826,24,0.63,549,car,1
39725,28,0.11,709,education,0
62017,15,0.16,554,home,0
61481,8,0.57,755,business,0
66101,19,0.83,690,car,1
57480,15,0.58,623,personal,0
20862,19,0.29,716,education,0
47668,26,0.36,726,education,0
32664,7,0.6,690,education,0
46960,6,0.58,683,business,0
64700,10,0.86,665,car,1
54577,20,0.52,749,education,0
67221,5,0.38,648,business,0
55126,14,0.52,658,home,0
30525,18,0.73,710,car,0
12187,13,0.53,627,personal,0
52232,14,0.36,727,car,0
46791,5,0.37,712,education,0
35345,28,0.71,849,personal,0
24490,23,0.15,641,car,0
38978,9,0.32,691,personal,0
47082,13,0.22,682,car,0
59988,15,0.86,706,home,1
52829,12,0.17,645,home,0
74121,10,0.71,682,home,0
34465,24,0.6,660,car,0
63215,2,0.61,710,personal,0
50709,7,0.71,515,home,1
60420,27,0.42,633,business,0
43452,2,0.42,798,business,0
66075,1,0.33,757,home,0
54428,20,0.58,671,home,0
39808,13,0.84,691,education,1
49819,19,0.84,686,business,1
46406,28,0.66,694,business,0
57337,20,0.82,588,home,1
32303,21,0.87,603,education,1
49559,14,0.74,604,personal,1
55929,2,0.43,618,education,0
50495,0,0.49,760,education,0
70204,14,0.85,568,business,1
61610,19,0.64,787,home,0
49887,21,0.76,678,home,1
53250,1,0.19,568,home,0
54434,17,0.26,610,education,0
56049,0,0.38,680,education,0
22615,8,0.25,559,car,0
45477,2,0.83,625,personal,1
27733,1,0.27,570,car,0
69174,3,0.55,694,personal,0
49087,15,0.17,571,car,0
47099,21,0.22,544,car,0
63451,0,0.3,752,car,0
56334,8,0.89,628,car,1
33070,24,0.74,622,education,1
48936,7,0.64,682,personal,0
44972,5,0.83,648,car,1
23832,19,0.86,592,car,1
39645,17,0.46,607,home,0
47246,15,0.36,700,education,0
48275,7,0.35,582,business,0
27766,22,0.13,647,home,0
67274,27,0.32,766,business,0
48468,29,0.38,629,car,0
50563,3,0.13,736,personal,0
56009,2,0.81,579,business,1
38178,14,0.78,662,business,1
56845,5,0.3,737,business,0
44493,0,0.74,610,personal,1
36551,17,0.74,784,home,0
58601,22,0.37,646,education,0
72375,10,0.66,568,personal,1
60872,2,0.33,720,home,0
63844,29,0.16,760,car,0
42190,12,0.5,562,home,0
26035,16,0.45,680,business,0
72352,17,0.21,602,home,0
80817,25,0.49,578,home,0
73142,25,0.86,588,car,1
44963,13,0.69,664,car,0
32680,24,0.69,740,home,0
34014,6,0.71,645,personal,1
24744,6,0.7,679,car,0
48389,13,0.12,611,business,0
74085,25,0.84,641,personal,1
47875,23,0.76,589,home,1
54534,14,0.32,523,business,0
70633,11,0.54,614,business,0
43938,11,0.59,729,personal,0
80532,7,0.21,475,home,0
79881,15,0.3,727,business,0
48033,8,0.12,673,car,0
41336,1,0.79,640,car,1
60458,13,0.12,613,personal,0
44787,23,0.35,683,car,0
32651,23,0.16,747,education,0
69218,28,0.73,668,home,1
68246,15,0.84,635,business,1
52332,4,0.55,838,business,0
31057,4,0.21,656,personal,0
31557,19,0.55,535,personal,1
51608,29,0.72,672,business,0
42501,20,0.67,608,car,1
44883,17,0.69,625,personal,1
65329,17,0.32,739,education,0
60997,4,0.16,711,personal,0
70672,10,0.22,526,car,0
35140,12,0.86,528,home,1
44852,2,0.59,659,education,0
61384,16,0.68,718,personal,0
56721,24,0.82,492,home,1
72985,17,0.78,718,home,0
56308,13,0.27,822,business,0
77721,11,0.15,733,car,0
58100,13,0.84,594,business,1
65932,25,0.89,694,car,1
45147,17,0.55,666,home,0
50214,29,0.81,774,personal,0
63664,19,0.29,729,car,0
74194,1,0.19,587,car,0
60938,6,0.5,691,home,0
48752,14,0.75,592,education,1
70660,27,0.62,722,home,0
17120,9,0.61,632,home,0
28666,14,0.11,647,car,0
60224,16,0.35,661,home,0
50211,10,0.85,611,business,1
59082,1,0.21,657,home,0
50966,26,0.68,682,personal,0
58564,20,0.71,630,home,1
37783,17,0.69,665,home,0
58557,24,0.89,597,personal,1
64916,3,0.43,563,education,0
68308,8,0.65,647,education,0
80203,26,0.25,721,education,0
53661,27,0.42,718,business,0
54108,16,0.49,714,personal,0
27152,16,0.27,720,business,0
42028,16,0.83,662,business,1
47103,29,0.67,611,business,1
65754,15,0.33,631,personal,0
40834,19,0.21,641,car,0
61945,24,0.33,603,car,0
49975,7,0.6,691,education,0
47342,22,0.76,607,business,1
53733,14,0.5,520,education,1
44132,0,0.18,724,business,0
43564,18,0.3,685,education,0
24428,24,0.38,529,home,0
46280,14,0.61,604,personal,1
42800,8,0.3,643,business,0
42260,4,0.29,649,business,0
56253,15,0.33,797,business,0
59879,27,0.57,582,personal,1
53482,12,0.49,578,home,0
64931,15,0.77,739,car,0
58633,21,0.66,637,personal,1
45574,10,0.63,732,home,0
43057,12,0.22,631,education,0
54692,5,0.14,735,business,0
58606,25,0.51,630,business,0
70967,19,0.16,641,car,0
67867,16,0.39,577,education,0
41877,4,0.12,770,home,0
48469,28,0.24,597,education,0
60065,16,0.19,560,education,0
66019,0,0.74,763,car,1
64084,26,0.38,696,home,0
49041,4,0.16,760,car,0
31189,4,0.31,600,home,0
35015,6,0.65,692,personal,0
54089,15,0.7,748,personal,0
55133,17,0.2,570,business,0
33519,5,0.72,672,car,0
50668,1,0.4,618,personal,0
59468,12,0.64,622,education,1
32731,9,0.64,592,education,1
66574,20,0.73,679,personal,0
44337,19,0.66,633,car,1
68864,10,0.13,585,business,0
41998,25,0.52,749,education,0
34600,20,0.23,653,business,0
43127,1,0.88,540,education,1
48572,7,0.3,602,home,0
44172,23,0.44,546,personal,0
46759,21,0.26,606,car,0
55009,18,0.21,674,education,0
47432,19,0.58,693,personal,0
49008,16,0.49,709,business,0
24361,15,0.4,606,car,0
55875,24,0.17,625,car,0
48661,9,0.69,680,personal,0
74154,4,0.1,710,personal,0
35906,13,0.47,640,personal,0
22875,23,0.61,694,home,0
59271,18,0.44,610,home,0
55197,3,0.2,499,car,0
34873,19,0.72,713,personal,0
27053,15,0.36,689,home,0
73060,23,0.21,643,car,0
71211,14,0.54,662,education,0
12688,27,0.12,730,personal,0
43126,8,0.36,649,home,0
74962,2,0.7,447,car,1
42859,22,0.83,507,personal,1
42640,8,0.57,743,car,0
45758,17,0.27,691,education,0
33186,3,0.28,729,car,0
24428,18,0.58,754,car,0
65788,23,0.43,749,education,0
22355,3,0.24,551,business,0
53709,8,0.73,635,personal,1
63298,0,0.26,588,education,0
28231,0,0.36,661,education,0
36135,19,0.15,555,personal,0
68197,18,0.66,653,car,0
57993,2,0.32,529,home,0
40740,9,0.29,625,personal,0
68033,11,0.34,752,education,0
68098,17,0.8,602,car,1
54035,13,0.51,601,business,0
36497,9,0.23,658,car,0
43798,9,0.72,662,home,1
54295,17,0.27,671,car,0
47171,23,0.43,594,home,0
64084,0,0.55,607,business,1
27053,29,0.57,654,business,0
27586,14,0.16,718,car,0
52713,7,0.77,598,personal,1
42626,25,0.48,636,personal,0
40594,2,0.89,514,personal,1
23479,17,0.67,619,business,1
50293,8,0.89,664,home,1
49208,15,0.46,710,education,0
59802,20,0.21,594,car,0
51033,14,0.68,662,home,0
48010,29,0.72,669,education,0
67655,4,0.78,524,business,1
30312,12,0.34,562,education,0
58045,21,0.51,685,business,0
24932,19,0.79,654,business,1
37424,6,0.79,656,home,1
31810,15,0.12,584,personal,0
61729,6,0.64,548,personal,1
49018,26,0.58,683,home,0
49797,24,0.17,661,car,0
33399,21,0.84,514,business,1
45504,15,0.46,643,car,0
38548,12,0.64,774,business,0
55751,16,0.81,691,business,1
35133,8,0.2,587,personal,0
69946,11,0.78,661,personal,1
24866,12,0.68,635,business,1
37902,25,0.77,765,personal,0
75158,8,0.5,571,personal,0
43472,4,0.13,740,education,0
30276,6,0.64,566,education,1
53286,0,0.4,673,business,0
42869,3,0.42,695,personal,0
37461,27,0.45,730,education,0
33561,25,0.49,703,car,0
91525,3,0.63,543,business,1
46226,15,0.68,650,business,0
21116,4,0.72,685,car,0
72405,21,0.64,726,business,0
59166,3,0.74,570,personal,1
38503,5,0.2,584,education,0
36003,25,0.77,547,home,1
60102,22,0.41,649,education,0
46296,2,0.52,668,car,0
21110,24,0.45,674,home,0
76808,7,0.48,631,personal,0
43490,16,0.33,642,personal,0
72433,28,0.24,642,education,0
69176,17,0.18,633,business,0
34984,17,0.46,521,business,1
65497,25,0.2,583,car,0
40228,24,0.3,687,business,0
21999,11,0.21,618,personal,0
43631,24,0.19,614,home,0
55964,24,0.81,738,education,0
43058,0,0.64,725,education,1
45394,22,0.84,598,education,1
67153,11,0.62,754,business,0
51597,10,0.78,636,home,1
37350,12,0.54,705,business,0
60530,2,0.47,647,business,0
52965,26,0.52,605,personal,0
12175,24,0.36,706,personal,0
56425,7,0.63,586,business,1
55877,2,0.82,638,car,1
50301,16,0.73,649,car,1
63375,24,0.47,623,car,0
39914,12,0.86,554,business,1
55047,9,0.89,685,home,1
26495,16,0.49,714,car,0
56106,2,0.79,661,personal,1
79295,12,0.1,596,education,0
35077,21,0.15,801,education,0
38602,5,0.12,633,business,0
39349,13,0.72,632,education,1
51949,26,0.16,445,business,0
34054,9,0.11,563,education,0
56318,19,0.22,731,home,0
62702,15,0.35,850,home,0
58015,17,0.47,740,home,0
23473,12,0.15,577,home,0
64927,9,0.5,683,car,0
64060,5,0.3,622,personal,0
62452,9,0.32,624,home,0
55592,4,0.76,558,car,1
53302,28,0.89,686,business,1
65485,5,0.47,561,education,0
78852,6,0.36,488,education,1
35704,10,0.85,621,car,1
66171,15,0.5,470,education,1
48706,24,0.68,593,home,1
48054,11,0.43,691,education,0
26952,11,0.26,729,home,0
45728,29,0.62,694,home,0
35041,22,0.63,633,education,0
43042,19,0.47,611,car,0
33527,25,0.32,585,business,0
43266,4,0.77,754,car,0
43908,15,0.32,561,personal,0
51451,28,0.63,658,personal,0
25778,5,0.41,691,home,0
28317,28,0.48,511,home,1
55428,8,0.27,480,car,0
38038,4,0.62,691,car,0
66117,20,0.28,548,home,0
53379,22,0.49,671,business,0
59101,15,0.36,588,business,0
71160,17,0.87,668,personal,1
45354,18,0.89,678,business,1
41382,11,0.7,720,education,0
63075,1,0.89,681,home,1
57642,25,0.19,665,car,0
47190,9,0.89,771,home,0
70871,11,0.18,581,education,0
46816,13,0.43,653,business,0
50491,17,0.29,713,home,0
50318,18,0.86,463,education,1
35981,5,0.61,756,business,0
51163,4,0.58,638,personal,0
70951,26,0.9,680,personal,1
56674,15,0.59,615,personal,0
50465,13,0.62,680,education,0
47573,12,0.14,668,education,0
54963,20,0.79,571,car,1
61246,1,0.88,619,car,1
59138,1,0.87,685,personal,1
45022,11,0.28,752,home,0
54871,0,0.28,623,business,0
57199,18,0.39,559,car,0
34892,27,0.35,674,business,0
52523,27,0.34,628,home,0
17580,26,0.58,706,personal,0
57238,15,0.74,597,business,1
59905,29,0.85,554,personal,1
61213,6,0.15,759,business,0
44074,26,0.32,616,home,0
54635,20,0.3,586,car,0
71359,6,0.39,602,education,0
71206,15,0.44,748,personal,0
49562,24,0.41,810,car,0
52089,5,0.86,594,business,1
66663,17,0.45,636,car,0
27487,0,0.54,672,education,1
45153,0,0.7,519,personal,1
70033,25,0.68,614,personal,1
64628,24,0.57,782,car,0
55538,13,0.79,627,home,1
27412,5,0.6,738,business,0
49251,5,0.8,645,car,1
41151,3,0.34,501,home,0
54965,11,0.21,719,personal,0
37859,29,0.76,625,business,1
34614,17,0.41,750,personal,0
19027,9,0.62,664,education,0
68327,2,0.69,650,home,1
44003,2,0.36,682,education,0
52357,7,0.5,676,education,0
49966,21,0.82,528,education,1
33988,22,0.8,724,home,0
31114,24,0.7,647,business,1
34920,0,0.71,651,personal,1
39152,17,0.82,679,business,1
55499,14,0.69,713,business,0
38064,24,0.37,723,business,0
76197,20,0.2,696,personal,0
65407,19,0.44,527,personal,1
62125,16,0.17,645,home,0
48205,24,0.19,584,car,0
72714,10,0.86,662,personal,1
46729,12,0.64,636,personal,0
49531,24,0.78,792,car,0
52549,19,0.61,554,personal,1
60527,24,0.43,650,business,0
59553,9,0.12,657,personal,0
42873,12,0.86,617,home,1
42005,16,0.16,648,personal,0
59598,20,0.59,799,car,0
60728,0,0.18,675,business,0
44099,19,0.33,755,car,0
26192,15,0.25,617,personal,0
46890,15,0.54,704,personal,0
59352,27,0.81,593,home,1
77081,20,0.61,588,business,1
32030,29,0.63,525,personal,1
43601,26,0.83,575,home,1
44158,2,0.7,653,home,1
70337,1,0.79,758,car,1
49475,5,0.43,641,business,0
36390,10,0.79,666,education,1
58380,28,0.62,730,home,0
43930,2,0.21,627,education,0
31634,25,0.13,581,car,0
36608,0,0.3,589,home,0
76010,10,0.4,728,business,0
55763,12,0.77,660,education,1
51616,4,0.69,660,business,0
46251,17,0.86,587,education,1
54382,14,0.55,744,car,0
54203,17,0.7,779,home,0
54382,14,0.32,662,home,0
51722,19,0.64,714,car,0
63031,19,0.66,604,personal,1
50346,19,0.78,739,education,0
35330,6,0.53,690,education,0
40813,16,0.62,563,personal,1
20314,28,0.26,681,car,0
80402,7,0.69,681,business,0
62941,27,0.77,662,business,1
37548,12,0.57,685,car,0
45772,25,0.19,646,business,0
40446,15,0.35,637,car,0
73138,24,0.48,667,education,0
28701,9,0.64,625,education,1
51717,28,0.36,604,personal,0
48372,13,0.77,727,car,0
62402,5,0.4,609,business,0
48439,19,0.13,638,car,0
23626,21,0.74,616,home,1
46233,25,0.62,589,personal,1
35417,6,0.74,757,home,0
51193,5,0.38,549,personal,0
71512,26,0.11,677,personal,0
23908,16,0.16,640,personal,0
37996,20,0.19,683,home,0
41709,23,0.74,638,personal,1
44275,7,0.34,684,car,0
61101,11,0.9,669,car,1
47396,25,0.71,691,home,0
56237,24,0.58,772,education,0
40613,3,0.89,519,education,1
53448,9,0.35,655,home,0
61666,5,0.23,580,personal,0
39015,6,0.69,599,personal,1
61720,20,0.32,583,personal,0
50785,26,0.87,629,home,1
65681,7,0.89,728,personal,1
46978,2,0.84,623,car,1
55718,7,0.86,674,personal,1
49390,14,0.59,712,home,0
48556,29,0.65,590,personal,1
53883,20,0.18,594,car,0
58052,0,0.71,650,home,1
31256,12,0.26,523,education,0
71504,21,0.77,790,home,0
22105,17,0.87,650,business,1
39727,14,0.27,689,education,0
48585,6,0.16,636,education,0
56185,14,0.49,694,home,0
73642,24,0.73,637,business,1
22125,2,0.72,689,education,0
42384,29,0.66,740,personal,0
18097,25,0.76,495,business,1
50474,13,0.24,696,business,0
54075,19,0.62,612,home,1
73861,3,0.58,572,home,1
51809,3,0.22,548,home,0
65660,2,0.43,656,business,0
58757,4,0.78,669,car,1
43471,24,0.88,606,home,1
28865,10,0.63,561,car,1
54125,7,0.84,658,education,1
27618,25,0.21,654,personal,0
69428,1,0.88,692,personal,1
47569,27,0.13,698,car,0
67927,15,0.52,731,business,0
42796,24,0.33,697,personal,0
54032,27,0.75,535,car,1
53140,9,0.27,649,home,0
49324,17,0.11,720,car,0
43510,6,0.43,709,education,0
55886,4,0.15,820,car,0
36107,28,0.33,712,home,0
31858,6,0.61,555,car,1
68642,20,0.34,539,home,0
60907,27,0.3,653,home,0
50988,5,0.22,660,education,0
74977,23,0.21,611,education,0
45983,0,0.52,703,personal,0
69840,28,0.65,474,home,1
52633,10,0.46,617,home,0
34628,12,0.2,490,home,0
77720,11,0.62,597,personal,1
64860,0,0.55,625,business,1
48184,20,0.41,723,education,0
60907,14,0.36,564,education,0
43944,0,0.25,640,home,0
62437,2,0.22,613,personal,0
14133,25,0.37,641,home,0
34702,14,0.13,622,education,0
64688,8,0.45,632,personal,0
46255,13,0.58,604,car,0
53113,28,0.85,675,education,1
29798,22,0.6,727,car,0
77718,27,0.6,652,business,0
67857,21,0.4,790,car,0
46989,23,0.21,655,personal,0
